Well	Content	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data
G03	Sample X75	1432708	1532053	1579135	1569531	1516437	1428461	1311082	1179421	1044662	913731	780288	646501	527275	400805	269530	162385	88796	24381	11366	9022	8510	8407	7635	7780	7447	7762	7088	7260	6372	6603	6982	6957	6393	6378	6063	5593	5761	7730	7258	6961	7761	5721	n.a.	n.a.	5586	4833	5232	5118	7683	5536
G04	Sample X76	1327371	1409403	1481190	1520563	1549141	1561316	1556447	1532175	1476552	1442405	1348807	1279136	1179595	1095365	1001712	887045	755371	642576	518990	392190	267201	133430	42608	17282	12271	10523	9596	9183	9596	11691	9792	10290	8778	8978	13026	9692	9448	9055	8876	9543	8927	8983	n.a.	n.a.	9342	9776	11765	10102	11048	8941
G05	Sample X77	1437613	1533011	1589383	1597538	1574423	1497788	1426516	1324997	1195386	1102718	972156	865371	719968	594712	476248	345902	203638	81731	28305	19383	17785	16058	17682	20660	16101	15835	18298	15747	15871	16188	16875	18347	15240	15110	16418	16241	16336	15150	17460	15572	15340	16865	n.a.	n.a.	15751	16575	15633	15472	16327	15450
G06	Sample X78	1431072	1529318	1581660	1584668	1559525	1507208	1401592	1304285	1161100	1025112	915043	788805	645948	539725	427393	295770	164910	59876	20736	14182	14027	16217	13845	12688	12445	12920	12690	12933	13447	12513	12521	15307	13266	12456	15775	13147	13883	12863	13372	12522	12678	15653	n.a.	n.a.	14582	14313	18770	16171	14966	15532
G07	Sample X79	1327326	1446362	1528056	1564875	1556442	1496151	1401861	1280983	1163486	1028136	918296	796812	646288	523206	416388	303276	178736	73420	30212	20195	19665	17850	17482	16677	18037	16701	16927	16166	17401	18666	17260	17695	20453	17123	17305	20672	17228	17165	17517	17946	17845	17346	n.a.	n.a.	17547	17007	18357	17453	18508	18363
G08	Sample X80	1430891	1517176	1565596	1583495	1561418	1477670	1425440	1306892	1169251	1058432	921613	831896	686808	570092	454870	343231	208191	65408	22323	14673	13762	13216	13330	14717	12905	12840	11978	11495	11611	10078	12587	10065	12126	10021	12187	12210	10772	10616	13245	10070	12020	10510	n.a.	n.a.	10586	8457	7973	8763	9281	7606
G09	Sample X81	1442578	1530767	1582966	1592537	1566533	1511253	1420687	1238015	1183350	1072595	931880	845546	687106	566628	455697	324416	172961	56297	19726	12651	16657	12282	11241	10925	11031	10482	10410	9587	11448	10512	14335	11563	10515	12291	9556	15583	11350	14565	10250	11178	9107	9097	n.a.	n.a.	9307	9562	10867	8846	9837	10083
G10	Sample X82	1434785	1516132	1579861	1589773	1566865	1486165	1392820	1289495	1171281	1038908	916881	772550	643497	534023	423571	304340	165015	58650	15101	9708	9825	7368	9570	9132	7915	9201	8416	8627	6742	6647	7265	6792	6723	8225	6375	9200	9871	7106	6631	6963	7376	9668	n.a.	n.a.	9480	9680	10505	8288	10076	9707
G11	Sample X83	1436555	1516185	1572191	1586358	1565090	1503593	1404160	1292400	1176357	1081706	963881	835098	688561	590910	487036	316068	162960	48175	17393	13365	12356	11751	11493	13932	12811	11676	11386	11495	12712	11722	11137	12658	10995	10511	11025	11302	10738	11095	12573	13430	12296	13611	n.a.	n.a.	13835	13960	15443	13147	13690	12597
G12	Sample X84	1456481	1554225	1595597	1588957	1528530	1442890	1344371	1235356	1096712	968433	811732	664660	537543	416578	295180	168907	63727	20410	13342	11575	11285	10177	9762	11871	9972	10295	10373	10236	10600	8776	9502	8382	8926	8473	9155	8297	8596	8370	8111	8157	8011	9905	n.a.	n.a.	8935	10050	8387	8325	8640	9592
H01	Sample X85	1556605	1601010	1628640	1629560	1614745	1583895	1538678	1471661	1420013	1335248	1285443	1210330	1127642	1071108	978761	910262	834742	787292	751158	747300	729445	697370	654376	615238	597543	563965	511726	463832	423647	380681	336682	295518	263007	215635	166728	121206	85102	71281	69730	71713	93140	109673	n.a.	n.a.	193756	188008	112292	90605	78240	99367
H02	Sample X86	1526187	1571537	1601897	1618082	1612903	1595270	1552671	1494286	1443495	1381111	1316608	1264763	1186228	1125210	1049013	969468	891498	810188	768340	741751	706648	681218	660080	623147	587767	555360	529568	506440	572397	470995	410081	348218	313320	242723	204383	171698	132462	85967	107380	123336	114976	148371	n.a.	n.a.	125732	109121	76557	72703	62547	52157
H03	Sample X87	1518893	1579362	1616638	1623650	1618221	1600898	1568431	1507070	1445277	1397013	1330823	1244748	1186813	1135477	1039196	965042	870143	815966	759322	741118	718970	693466	658371	631210	615386	571636	528966	497836	469515	418096	388868	350941	309575	279640	200425	165371	124595	79391	69580	62510	59043	55576	n.a.	n.a.	49648	65423	53237	55422	38671	36988
H04	Sample X88	1451376	1558530	1588220	1535747	1431755	1309976	1159020	993713	875686	713795	595443	457990	308980	181327	72598	33127	18017	17718	17355	16512	15423	15775	15726	15916	15868	16096	14988	16376	14173	14051	14815	14311	13895	14288	13672	14150	14298	13867	14111	14711	15237	15013	n.a.	n.a.	14531	14926	14157	14248	16113	14277
H05	Sample X89	1435835	1549882	1582361	1539716	1443767	1319207	1183132	1028582	882910	733367	592251	453645	320538	190075	85762	43160	30618	26066	24728	23563	21966	22751	23057	19700	19405	19725	24896	18746	17870	17520	17157	16807	17977	17291	16222	16240	16452	17018	15801	15843	15588	15587	n.a.	n.a.	15947	23127	17097	16200	16008	58798
H06	Sample X90	1391731	1524855	1601363	1592405	1531115	1436326	1319038	1215396	1081746	954255	811055	687226	543956	414488	302485	257065	209343	193928	144713	143361	131831	105010	84403	77845	65113	48608	42188	34373	28177	29521	24095	19613	16835	15540	13542	12758	11715	10317	13951	9951	9833	10132	n.a.	n.a.	9301	9471	9293	10166	10040	94343
H07	Sample X91	13745	17128	19697	16367	18722	21831	28016	16150	19616	19655	22087	14350	19611	44996	14307	22848	21297	26051	13735	14716	15138	13990	52978	13198	17018	14123	12695	19398	13923	45016	16848	19643	17551	16313	16996	115286	15293	15673	12781	14966	77463	18511	n.a.	n.a.	134636	17482	13223	13960	331591	15295
H08	Sample X92	12911	12318	12633	11972	13802	12690	11423	12486	12012	17700	12915	12070	12286	12008	11567	11252	12780	12440	11580	10957	10851	12928	11243	14043	11872	10937	11401	10960	11423	10776	11808	12510	11341	11342	11233	12332	12403	11831	20038	12161	12245	11047	n.a.	n.a.	11128	11430	11950	11222	12630	69610
H09	Sample X93	20805	23167	15515	15647	26546	22383	19187	18480	13522	15097	12413	13681	12627	13636	16460	15990	16353	18387	12496	13246	13247	21378	18311	14337	12537	13161	14126	86618	13550	15860	12341	16170	12157	79985	17062	20248	15801	14603	11571	13440	13638	16557	n.a.	n.a.	20362	17195	12458	12520	13233	14428
H10	Sample X94	14497	17470	14762	17892	16142	502502	18582	89008	350633	454925	15468	14861	512042	543897	16381	20563	14618	14278	483685	14380	14330	14626	14450	437128	14523	15108	13457	94847	117828	14503	131203	378788	483527	13806	84667	13840	13768	14182	447225	15158	103673	459275	n.a.	n.a.	416080	137557	423507	435662	257297	462435
H11	Sample X95	20628	21367	295151	437168	20787	20358	268077	267435	507998	236888	20712	26698	20791	20628	20025	20311	144490	73493	487797	463625	20588	474927	19155	467405	67117	19382	437382	169632	496881	466600	21765	482072	157978	471183	468705	464908	437772	429133	106898	489213	454038	456243	n.a.	n.a.	20171	22018	145542	615635	462623	22363
H12	Sample X96	13417	13113	14048	13712	114122	13246	459157	13188	32072	408770	518035	15735	14263	388940	15170	14601	480770	131473	419627	177837	492942	519125	14426	14428	132976	15838	526116	14523	511080	129871	211975	52420	134687	472563	488566	123511	499761	105345	483833	13707	448677	455482	n.a.	n.a.	389697	458825	13586	35760	15853	174170
